label,language,source,text
sports,tl,wikipedia_tl,"ang 1973 ay isang karaniwang taon na nagsisimula sa lunes sa kalendaryong gregorian. kaganapan kapanganakan enero 14 václav burda, czech ice hockey player (d. 2018) giancarlo fisichella, driver ng lahi ng italyano katie griffin, artista ng canada at mang-aawit enero 15 essam el hadary, tagapangasiwa ng egypt tomáš galásek, manlalaro ng putbol sa czech maksim martynov, russian engineer enero 16 josie davis, artista ng amerika liliana barba, aktres ng mexico, artista ng boses at direktor ng adr enero 17 cuauhtémoc blanco, manlalaro ng putbol at politiko ng mexico, gobernador ng morelos 2018-2024 [11] [12] chris bowen, politiko ng australia ari lasso, mang-aawit ng indonesia enero 18 burnie burns, tagagawa ng pelikula sa amerika crispian mills, musikero sa britanya (the jeevas, kula shaker) ben willbond, english aktor at tagasulat ng iskrip enero 29 louise hindsgavl, artista sa denmark jason schmidt, amerikanong baseball player enero 30 - jalen rose, amerikanong manlalaro ng basketball enero 31 portia de rossi, artista sa australia shingo katayama, japanese golfer pebrero 3 - ilana sod, mamamahayag sa mexico pebrero 4 oscar de la hoya, american boxer james hird, dating pinuno ng"
sports,tl,wikipedia_tl,"ang disyembre 21 ay ang ika-355 na araw sa kalendaryong gregorian (ika-356 kung leap year) na may natitira pang 10 na araw. pangyayari 69 – idineklara ng senado ng roma na si vespasian ang emperador ng roma, ang huli sa taon ng apat na emperador. 1140 – sinugod ng pwersa ni conrad iii ng aleman ang weinsberg. 1598 – labanan sa curalaba: nagkaroon ng malaking pagkatalo ang mga nag-aalsang mapuche, na pinamumunuan ni cacique pelentaru, sa tropang espanyol sa katimugang chile. 1620 – kolonyang plymouth: nakatapak si william bradford at ang mayflower pilgrims sa batong plymouth sa plymouth, massachusetts. 1826 – idineklara ng mga amerikanong naninirahan sa nacogdoches, mexican texas, ang kanilang kalayaan, na nagpasimula sa rebelyong fredonia. 1832 – bigmaang ehipto–ottoman: tinalo ng pwersang ehipto ang pwersang ottoman sa labanan sa konya. 1861 – medalya ng dangal: napirmahan na ang resolusyong pampubliko 82, na naglalaman ng isang probisyon para sa medalya ng kagitingan ng mga hukbong pandagat, bilang isang batas ni pangulong abraham lincoln. 1872 – ekspedisyong challenger: nagsimulang maglayag ang , na pinamumunuan ni kapitan george nares, mula portsmouth, inglatera. 1879 –"
sports,tl,wikipedia_tl,"huwag itong ikalito sa amerikanong putbol, putbol na rugby, at sipaang bola. ang futbol ay isang uri ng sipaang bola o isports na nilalaro ng dalawang koponan, na may 11 manlalaro gamit ang isang bilog na bola. ito ay nilaro na mahigit 250 milyong manlalaro sa 200 bansa, kung kaya't ito ang pinakakilalang laro sa buong daigdig. ang laro ay tinatanghal sa isang hugis-parihabang batawan na may gol sa bawat dulo nito. ang layunin ng laro ay maka-puntos gamit ang lahat ng parte ng katawan maliban sa kamay at braso, upang mapunta ang bola sa tunghuhin ng kalaban. bawat koponan ay binubuo ng 11 manlalaro. isa sa kanila ang nagsisilbing goalkeeper o bantay sa pithaya o tunguhin (goal sa ingles). siya lamang ang maaaring humawak sa bola kung nasa loob lamang ng kanilang penalty area. magsisilbi namang outfield player o outfielder ang sampu. ginagamit nila ang kanilang mga paa upang galawin at ipasa ang bola. maaari rin nilang gamitin ang ulo at katawan upang makakuha ng isang goal. ang koponan na may pinakamaraming goal pagkatapos ng laro ay tatanghaling panalo. kung sakaling magkapareho ng lamang ang dalawang koponan pagkatapos ng laro, maaaring tabla o magkakaroon ng labis na oras (o"
sports,tl,wikipedia_tl,"ang defense of the ancients (mas kilala sa tawag na dota, at maaaring isalin sa tagalog bilang tanggulan ng mga sinauna) ay isang larong nagmula sa larong bidyo na warcraft: reign of chaos na nang maglaon ay naging warcraft: frozen throne. ang mapa nito ay base sa mapang “aeon of strife” ng larong starcraft. ang layunin sa larong ito ay sirain ang mga imprastruktura sa kampo ng kalaban. ang bawat manlalaro ay mayroong katumbas na “yunit” nakinokontrol. katulad ng iba pang mga rpg, ang bawat manlalaro ay nag-iipon ng ginto pambili ng gamit habang pinapataas ang antas ng kanilang karakter. ang mapa ay ginawa na ginagamit ang “world editor” ng warcraft: reign of chaos at nangmaglaon ay binago nang dumating ang warcraft:frozen throne. simula nang malikha ang larong dota, marami nang pagbabago ang naganap dito (pinakasikat ang dota allstars) at nang tumagal ay tinawag nang dota (bersyon 6.68). iba’t ibang tao ang nasa likod ng pag-unlad ng larong ito. isa narito si “icefrog” na siyang nagpapanatili ng laro simula pa nung 2005 hanggang ngayon. ilang beses ng nasali ang larong ito sa mga opisyal na patimpalak sa buong mundo. kabilang na dito ang blizzard entertainment's blizzcon, asian"
sports,tl,wikipedia_tl,"ang startropics ay isang action-adventure video game na inilabas ng nintendo noong 1990 para sa nes. hindi tulad ng karamihan sa mga laro ng nintendo, hindi ito kailanman pinakawalan o nilayon na mailabas sa japan. ito ay pinakawalan lamang sa hilagang amerika at europa. ito ay ginawa, nakasulat at dinidirekta ni genyo takeda ng nintendo integrated research & development (na bumuo din ng seryeng punch-out!!). sinundan ang startropics ng isang sumunud-sunod na pinamagatang zoda's revenge: startropics ii, na inilabas noong 1994. ang startropics ay pinakawalan sa wii virtual console noong enero 7, 2008, sa hilagang amerika at noong enero 11, 2008, sa mga rehiyon ng pal; inilabas ito sa pamamagitan ng wii u virtual console sa europa noong setyembre 3, 2015, sa australia noong setyembre 4, 2015, at sa hilagang amerika noong mayo 26, 2016. noong nobyembre 11, 2016, ang laro (kasama ang 29 pang mga laro) ay isinama sa nes classic edition / nintendo classic mini: nintendo entertainment system ay inilabas ng nintendo. plot ang kwento ng laro ay sumusunod kay mike jones habang naglalakbay siya upang bisitahin ang kanyang tiyuhin, isang archaeologist na nagngangalang dr. steven jones, sa"
sports,tl,wikipedia_tl,"ang golf story ay isang 2017 na papel na ginagampanan ng paglalaro ng video ng pakikipagsapalaran sa sports na binuo ng australia studio sidebar games eksklusibo para sa nintendo switch. ang laro ay pinakawalan sa hilagang amerika, europa, at australia noong setyembre 28, 2017. gameplay at synopsis ang golf story ay isang paglalaro ng laro ng pakikipagsapalaran sa sports na sumusunod sa isang down-on-his-luck na manlalaro ng golong na nagtangkang mabawi ang kanyang pag-ibig sa golf, na ipinasa sa kanya ng kanyang ama, pagkatapos na hindi maglaro ng laro sa loob ng 20 taon. ang laro ay ipinakita bilang isang tradisyonal na laro ng paglalaro ng papel, kasama ang labanan na pinalitan ng golfing. ang player ay libre upang galugarin ang walong natatanging mga lugar (ang ilan sa mga ito ay nakakandado sa simula), bawat isa ay puno ng mga pakikipagsapalaran sa gilid at minigames na nagbibigay-daan sa manlalaro na kumita ng karanasan at pera, na maaaring magamit upang mabuo ang mga kasanayan ng manlalaro at bumili ng bagong kagamitan. ang bawat lugar ay nagsasama ng isang siyam na butas na golf course na maaaring i-play pagkatapos makumpleto ang ilang mga misyon. ang golf ay nilalaro"
sports,tl,wikipedia_tl,"si jeffrey alan samardzija (ipinanganak noong enero 23, 1985 sa merrillville, indiana) ay isang amerikanong baseball player na naglalaro para sa koponan ng tennessee smokies bilang isang pitcher. ang tennessee smokies ay isang koponan na kaanib sa koponan ng chicago cubs para sa double-a. siya ay dati ring manlalaro ng american footbal kung saan siya ay wide receiver para sa university of notre dame, kung saan siya ay dating nagaaral bilang senior sa kursong marketing. maagang buhay si samardzija ay lmaki sa valparaiso, indiana kung saan siya ay nag-aral sa valparaiso high school, kung saan siya ay isang letterman sa larangan ng mga palakasan gaya ng football, basketball, and baseball. sa larangan ng football, siya ay tatlong beses naging first team all-state honoree at dalawang beses pinarangalan ng most valuable player. pagtapos ng kanyang senior, siya ay naimbitahan na maglaro ng sa indiana football all-star game. sa larangan naman ng baseball, si samardzija ay tumanggap at nakilalang first team all-state honoree. si samardzija ay nagtapos sa valparaiso high school noong 2003 na may gradong 3.40 gpa. ang pagiging atleta ay talagang likas para kay samardzija. ang kanyang ama na"
sports,tl,wikipedia_tl,"ang dilema ng bilanggo (ingles: prisoner's dilemma), na tinatawag din bilang mahirap na kalagayan ng bilanggo, suliranin ng bilanggo, o problema ng bilanggo, ay isang kanonikal na halimbawa ng laro na siniyasat sa teoriya ng laro na nagpapakita kung bakit ang dalawang indibidwal ay hindi maaaring makipagtulungan bagaman lumilitaw na nasa kanilang maiging interes na gawin ito. ito ay orihinal na binalangakas nina merrill flood at melvin dresher na nagtrabaho sa rand noong 1950. ginawang pormal ni albert w. tucker ang larong ito na may sentensiyang kabayarang sa bilangguan at binigyan ito ng pangalang ""prisoner's dilemma"" (poundstone, 1992). ang klasikong halimbawa ng dilemma ng bilanggo ang sumusunod: ang dalawang lalake ay nahuli ngunit ang pulis ay walang sapat na impormasyon para sa kumbiksiyon(paghatol). kasunod ng paghihiwalay ng dalawang lalake, ang pulis ay nag-alok sa parehong lalake ng parehong kasunduan-kung ang isa ay tetestigo laban sa kasama niya (dedepekto/magtatraydaor), at ang isa ay mananatiling tahimik(makikipagtulungan), ang nagtraydor ay lalaya at ang tumulong ay tatanggap ng buong isang taon na sentensiya sa bilangguan. kung ang parehong lalake ay mananatiling"
sports,tl,wikipedia_tl,"ang ay isang seryeng role-playing video game orihinal na nilikha ni yoshitaka murayama. maluwag na batay sa klasikong nobelang tsino na shui hu zhuan (pinapayak: 水滸傳, tradisyonal: 水浒传) ni shi naian ang naturang larong pang-serye. nakasulat ang shui hu zhuan bilang ""水滸伝"" sa hapones, at ponetikal iyon binabasa bilang suikoden. ang bawat indibidwal na laro sa laro ay nakatuon sa temang pangkaugnayan sa pulitika, katiwalian, rebolusyon, mga mistikong kristal na kilala bilang mga true runes (mga tunay na runa), at mga ""108 stars of destiny"" (108 bituin ng kapalaran/tadhana) — ang 108 na mga protagonistang maluwag na binigyang-kahulugan mula sa pinagmulang materyal. baga ma't sinusunduan ng mga larong suikoden ang mga iregular na sunod-sunod na mga kaganapan, ang kabuuan ng mga serye (maliban sa mga edisyong tierkreis at tsumugareshi hyakunen no toki) ay ginanap sa iisang mundo sa mga nagpapatúloy at nagsasama-samang kasaysayan. sa ibang mga pagkakataon, lumilitaw ang ilan din sa mga karakter sa iba't ibang instalasyon. mga laro ang prangkisa ng suikoden ay nagbubuo ng mga laro simula noon pang 1995 at nakapag-laláng pa ng iba pang mga pamagat ng video games na dala-dala ang parehong"
sports,tl,wikipedia_tl,"ang palarong olimpiko sa tag-init 2000, na opisyal na kilala bilang mga laro ng xxvii olympiad at karaniwang kilala bilang sydney 2000 o ang millennium olympic games / mga laro ng bagong milenyo, ay isang pang-internasyonal na multi-sport event na ginanap sa pagitan ng 15 setyembre at 1 oktubre 2000 sa sydney, bagong timog wales, australia. ito ang pangalawang beses na ginanap ang summer olympics sa australia, at pati na rin ang southern hemisphere, ang una ay nasa melbourne, victoria, noong 1956. nanguna sa estados unidos ang talahanayan ng medalya, na nanalo ng pinakamaraming ginto at pangkalahatang mga medalya. pagpili ng host ng lungsod ang sydney ay nanalo ng karapatang mag-host ng mga laro noong ika-24 ng setyembre 1993, matapos na mapili sa beijing, berlin, istanbul at manchester sa apat na pag-ikot ng pagboto, sa ika-101 na ioc session sa monte carlo, monaco. ang lungsod ng australia ng melbourne ay nawala sa atlanta para sa 1996 summer olympics apat na taon bago. nawalan ng bid ang beijing na mag-host ng mga laro sa sydney noong 1993, ngunit sa kalaunan ay iginawad ang 2008 summer olympics noong hulyo 2001 matapos na mag-host ang sydney sa nakaraang taon, at sa huli ay"
sports,tl,wikipedia_tl,"ang palarong olimpiko sa tag-init 2004, (, ), kinilala nang opisyal bilang palaro ng ika-xxviii olimpiyada, ay isang sabansaang kaganapang pampalakasang pangmaramihan na ipinagdiwang sa atenas, gresya, mula agosto 13 hanggang 29 agosto 2004, na may sawikaing maligayang pagdating sa tahanan. nakipagpaligsahan ang mga 10,625 manlalaro, ang mga ibang 600 na humigit kaysa sa inaasahan, na sinamahan ng mga 5,501 opisyal na pangkuponan mula sa 201 bansa. may mga 301 kaganapang pangmedalya sa 28 iba't ibang palakasan. ang atenas 2004 ay nakatala sa unang pagkakataon mula sa palarong olimpiko sa tag-init 1896 na ang lahat ng mga bansa na may pambansang lupon ng olimpiko ay nasa pagdadalo. ito rin ang unang pagkakataon mula 1896 na ang olimpiko ay naibalik sa atenas. anyaya ng pag-aalok napili ang atenas bilang punong-abalang lungsod sa kapanahunan ng ika-106 na pagpupulong ng ioc na ginanap sa lausanne noong 5 setyembre 1997. natalo ang atenas sa anyayang ito sa pagsasaayos ng palarong olimpiko sa tag-init 1996 sa atlanta na umabot ng pitong taong bago, noong 18 setyembre 1990, sa kapanahunan ng ika-96 na pagpupulong ng ioc sa tokyo. sa ilalim ng pamamahala ni gianna"
sports,tl,wikipedia_tl,"kwame james brown (ipinanganak noong ika-10 ng marso, 1982, sa charlston, south carolina), ay isang amerikanong propesyonal na basketbolista sa nba na naglalaro sa posisyong power forward at center na huling naglaro para sa washington wizards. siya ang first overall pick noong 2001 nba draft ng washington wizards, at ang kauna-unahang #1 draft pick mula sa high school. high school marami ang nagsasabi na si brown ang pinakamagaling na manlalaro sa kanyang batch, na kinabibilangan din ng mga basketbolistang katulan ni eddy curry at tyson chandler. siya ang napiling high school player of the year sa kanyang huling taon sa georgia. tinapos niya ang kanyang karera sa sekondarya sa glunn academy (na matatagpuan sa brunswick, georgia) bilang all-time leading rebounder (1,235) at shot-blockers (605), at kinilala bilang second all-time scorer sa nasabing eskwelahan. siya rin ay napabilang sa 2001 mcdonald's all-american team. nba career washington wizards noong una, si brown ay pumirma na ng letter of intent para sa university of florida, subalit sa kalaunan ay nagdeklara siya para sa 2001 nba draft. ang washington wizards, sa ilalim ng presidente ng kuponan na si michael jordan, ay"
sports,tl,wikipedia_tl,"ang playerunknown's battlegrounds (pubg) ay isang online multiplayer battle royale game na binuo at inilathala ng pubg studios, isang subsidiary ng kumpanya ng video ng timog korea na krafton. ang laro ay batay sa mga nakaraang mods na nilikha ni brendan ""playerunknown"" greene para sa iba pang mga laro, inspirasyon ng 2000 pelikulang hapones na battle royale, at pinalawak sa isang mapag-isa na laro sa ilalim ng direksyon ng malikhaing greene. sa laro, hanggang isang daang manlalaro na parasyut sa isang isla at scavenge para sa mga sandata at kagamitan upang patayin ang iba habang iniiwasan ang pagpatay sa kanilang sarili. ang magagamit na ligtas na lugar ng mapa ng laro ay bumababa sa laki sa paglipas ng panahon, sa pagdidirekta ng mga nakaligtas na mga manlalaro sa mga mas magaan na lugar upang pilitin ang mga nakatagpo. ang huling manlalaro o pangkat na nakatayo ay nanalo sa pag-ikot. paglaro ang mga larangan ng digmaan ay unang inilabas para sa microsoft windows sa pamamagitan ng maagang pag-access ng beta ng programa ng steam noong marso 2017, na may ganap na paglabas noong disyembre 2017. ang laro ay pinakawalan din ng microsoft studios para sa xbox one sa pamamagitan ng"
sports,tl,wikipedia_tl,"ang 2018–19 mpbl datu cup ay ang pangalawang torneo ng maharlika pilipinas basketball league at ang unang buong panahon na may pambansang saklaw. ang tournament ay naka-pattern sa kasalukuyang format ng national basketball association ng estados unidos at ang dating metropolitan basketball association sa pilipinas, na nahahati sa dalawang dibisyon: ang northern at ang southern division. ang isang rekord ng 26 na koponan ay nakatakdang sumali sa isang buong taon na pagpupulong. na inaasahang tatakbo para sa tagal na 9-11 buwan, ayon kay kenneth duremdes, ang komisyoner ng liga. ang halos buong taon na kumperensya ay binuksan noong hunyo 12, 2018, na tumutugma sa araw ng kalayaan ng pilipinas sa smart araneta coliseum, quezon city at magtatapos sa pagtatapos ng mpbl finals sa abril sa taong 2019. pormat lahat ng 26 mga koponan ay nahahati sa dalawang kumperensya o grupo: ang north at south divisions, na binubuo ng 13 mga koponan bawat isa. sa regular season, ang mga koponan ay maglalaro sa isang solong round-robin na format, sa bawat koponan na naglalaro ng 25 laro, sa isang home-and-away na batayan. kahit na nahahati sa dalawang grupo, ang mga koponan ay maglalaro pa rin sa isang"
sports,tl,wikipedia_tl,"john david booty john david booty (ipinanganak nuong ika-3 ng enero taong 1985 sa shreveport, louisiana) ay ang pangunahing quarterback ng koponan ng football sa university of southern california. siya ay tinawag na “joh david” booty dahil ang pangalan ng kanyang ama ay john booty at kung minsan ay tinataguriang j.d. karera sa kolehiyo 2003-2005 sa kabila ng pagpasok sa usc bilang isang prospek para sa pagiging quarterback, si booty ay naglaro sa loob ng tatlong taon sa usc bilang back-up ni matt leinart na nanalo ng heisman trophy at siya ring pumalit sa isa ring nanalo ng heisman na si carson palmer. nung siya ay dumating sa usc, ang kompetisyon para sa posisyon ng pangunahing quarterback nuong 2003 season ay walang manlalaro na masasabing kakaiba ang galing sa lahat kaya’t nang mapili si matt leinart bilang starter, marami ang nagtanong kung mananatiling starter lamang si leinart hangga’t matutuhan ni booty ang opensa. si booty ay naoperahan sa likod dahil sa nakaumbok na disc sa kanyang spine noong huling araw ng marso ngunit muling nakarekober at nakuha ang starting spot para sa 2006 season. 2006 pumasok si booty sa 2006 season bilang isang redshirt junior kahit siya ay halos"
sports,tl,wikipedia_tl,"ang palarong olimpiko sa tag-init 2012, na pormal na mga laro ng xxx olympiad at karaniwang kilala bilang london 2012, ay isang pandaigdigang palarong pampalakasan na ginanap mula 27 hulyo hanggang 12 agosto 2012 sa londres, gran britanya. ang unang kaganapan, ang yugto ng pangkat sa futbol ng kababaihan, ay nagsimula noong ika-25 ng hulyo sa milenyong istadyum sa cardiff, na sinundan ng pambungad na seremonya noong 27 hulyo. may 10,768 mga atleta mula sa 204 mga pambansang lupong olimpiko (nocs) ang lumahok. kasunod ng isang bid na pinamumunuan ng dating kampeon ng palarong olimpiko na si sebastian coe at dating alkalde ng londres na ken livingstone, ang londres ay napili bilang punong-abalang lungsod noong 6 hulyo 2005 sa ika-117 na sesyon ng pandaigdigang lupong olimpiko (ioc) sa singapore, kung saan natalo ang mga bid mula sa moscow, new york city, madrid, at paris. ang londres ang naging unang lungsod na nagdaos ng modernong olimpiko nang tatlong beses, dahil naging abala rin ito sa palarong tag-init noong 1908 at noong 1948. ang konstruksyon para sa palaro ay kinasasangkutan ng malaking pagpapaunlad, na may diin sa pagpapanatili. ang pangunahing pokus ay isang bagong"
sports,tl,wikipedia_tl,"ang united football league (tagalog:nagkakaisang liga ng futbol), kilala rin bilang ufl division 1 o ufl ay isang ligang pangfutbol na nakabase sa kalakhang maynila sa pilipinas na pinamumunuan ng football alliance (pinaikli:fa, tagalog: alyansang futbol) kasama ng united football clubs association (pinaikli:ufca, tagalog: samahan ng mga nagkakaisang kapisanang futbol) ang ufl ay nangungunang ligang pangfutbol sa pilipinas. ito ay sinasapihan ng sampung mga kapisanan at tumatakbo sa sistema ng promosyon and relegasyon sa ufl division 2. ang mga laro ay pangkaraniwang tuwing martes, huwebes at sabado. para maiwasan ang panahon ngtag-ulan ng bansa, ang liga ay karaniwan nagsisimula sa enero o pebrero bawat taon. ang liga ay nagsimula bilang torneyong hindi wagas na propesyunal noong 2009. sa una nitong edisyon, ang unang ufl cup, na pinahihintulutan ng parehas ng philippine football federation at national capital region football association, ay idinaraos noong 2009 para matukoy ang mga koponang sasali sa unang ufl. mula noong, ito ay sinasabi bilang isang umiral na liga ng futbol, na sinimulan ng mga dating manlalaro ng futbol at ng mga mahihilig sa natukoy na laro. may kabuuang mga"
sports,tl,wikipedia_tl,"ang palarong olimpiko sa tag-init ng 1896 (), opisyal na kilala bilang ang games of the i olympiad (filipino: palaro ng i olimpiyada), ay ang kauna-unahang palarong olimpikong ginanap sa modernong kasaysayan. inorganisada ng pandaigdigang komiteng olimpiko (ioc) na binuo ni pierre de coubertin, ginanap ang palaro sa lungsod ng atenas, gresya mula ika-6 hanggang ika-15 ng abril 1896. labing-apat na bansa at 241 mga atleta (lahat lalaki) ang lumahok sa edisyong ito ng palaro. maliban lamang sa koponan ng estados unidos, ang mga atleta ay isang europeo o di kaya'y naninirahan sa europa. sa aktwal na palaro, binigyan ang mga nanalo ng medalyang pilak, habang binigyan naman ng mga medalyang tanso ang mga pumangalawa. walang binigay na medalya sa mga nagtapos sa ikatlong puwesto. para umakma naman sa modernong pagtatala sa mga nanalo, pinalitan ito ng ioc ng ginto para sa mga nanalo, pilak para sa mga pumangalawa, at tanso para naman sa mga pumangatlo. nakakuha ng medalya ang sampu sa 14 na bansang lumahok sa palaro. pinakamaraming nakuhang ginto ang estados unidos, kung saan nakahakot sila ng 11 sumatotal, habang ang punong-abalang bansa naman na gresya ang nakakuha ng pinakamaraming"
sports,tl,wikipedia_tl,"ang super mario bros. ay isang larong bidyo na binuo at inilathala ng nintendo. ang kahalili sa 1983 arcade game na mario bros., at ang una sa serye ng super mario, ito ay inilabas para sa family computer sa hapon noong 1985, at para sa nintendo entertainment system (nes) sa hilagang amerika noong 1985 at sa europa noong 1987. kinokontrol ng mga manlalaro si mario, o ang kanyang kapatid na si luigi kapag dalawang manlalaro, habang naglalakbay sila sa mushroom kingdom upang iligtas si princess toadstool mula kay bowser (king koopa). dapat silang dumaan sa mga yugto pa pamamagitan ng pag-scroll sa gilid habang iniiwasan ang mga panganib tulad ng mga kaaway at hukay sa tulong ng mga power-up katulad ng super mushroom, fire flower, at starman. ang laro ay idinisenyo nina shigeru miyamoto at takashi tezuka bilang ""isang grand culmination"" ng tatlong taon ng famicom. ang disenyo ng unang antas, ang world 1-1, ay nagsisilbing isang tutoryal para sa mga unang manlalaro sa pangunahing mekanika. ang super mario bros. ay madalas na binabanggit bilang isa sa pinakadakilang mga video game sa lahat ng oras, na may papuri sa mga tumpak na kontrol nito. ito ay isa sa mga pinakamabentang laro sa"
sports,tl,wikipedia_tl,"ang pokémon bersyong heartgold at bersyong soulsilver (ポケットモンスター ハートゴールド・ソウルシルバー, poketto monsutā hātogōrudo sōrushirubā) ay mga mas pinagbuting remake ng mga naunang bersyong pokémon gold at silver. ang dalawang laro nito ay isa sa serye ng mga bidyo game na nakapangalan sa prangkisa ng pokémon. ito ay ginawa at pinainam ng game freak para sa konsolang nintendo ds. ang mga ito ay unang ibinenta sa hapon noong 12 setyembre 2009, kasunod sa hilagang amerika, europa at australya noong marso 2010. ang pagtanggap ng madla sa laro ay lubhang positibo, kung saan ang dalawang ito ang nakakuha ng pinakamataas na puntos mula sa metacritic. itong dalawa rin ang may pinakamaraming naibenta sa lahat ng laro ng pokémon na nakapagbili ng 8.4 milyong yunit noong 6 mayo 2010. buod ang pokémon heartgold at pokémon soulsilver ay naganap sa bungang-isip ng rehiyon ng johto. ang kilalang protagonista sa laro ay isang batang trainer na naninirahan sa new bark town. sa umpisa ng laro, ang manlalaro ay maaaring pumili ng isa sa tatlong starter pokémon (panimulang pokémon) ng rehiyong johto: maaaring si chikorita, cyndaquil o totodile. matapos ang isang misyon sa kanyang kaibigan, aatasan ni propesor elm"
sports,tl,wikipedia_tl,"ang pikuniku ay isang larong video ng pakikipagsapalaran ng palaisipan na binuo ng french-british indie na kolektibong sectordub at na-publish ng devolver digital, na inilabas noong enero 24, 2019 para sa linux, macos, nintendo switch at microsoft windows. kalaunan ay inilabas ito noong marso 12, 2020 para sa xbox one at noong pebrero 9, 2021 para sa stadia. kinokontrol ng manlalaro ang titular na pulang nilalang, piku, sa pamamagitan ng isang makulay na mundo, upang wakasan ang isang balangkas na anihin ang kabuuan ng mga mapagkukunan ng lupa. nakatanggap ito ng pangkalahatang positibong pagsusuri mula sa mga kritiko, na ang pangunahing pintas ay ang maikling haba ng laro. gameplay ang pikuniku ay isang larong puzzle at pakikipagsapalaran kung saan dapat kontrolin ng manlalaro ang kalaban, piku, sa pamamagitan ng mga antas at lutasin ang mga puzzle upang umasenso. ang karamihan ng mga puzzle ay nagsasangkot ng pagsipa at pagtulak ng mga bagay papunta sa mga switch upang buksan ang mga pinto at ma-access ang mga silid, na pinapayagan ang manlalaro na magpatuloy sa antas. maaari ding lasso ni piku ang kanyang mga binti upang mag-indayog mula sa mga kawit o mabaluktot sa isang bola"
sports,tl,wikipedia_tl,"si bowser ay isang kathang isip na karakter sa kabanata ng mario galing sa nintendo. siya ay kilala rin bilang haring koopa. sa japan, siya ay tinawag na , at ang primaryang kalaban para sa kabanata ng mario. si bowser ay ang mortal na kaaway ni mario. siya ay ang lider at pinakamalakas sa mga koopa. bagaman si bowser ay umanib kay mario sa mga kaunting laro, siya ay naisipin sa maging kontrabida dahil sa kanyang ambisyon para dukutin at alisin sa trono si princess peach at lupigin ang mushroom kingdom. bagama't ang kanilang pinanggalingan ay hindi matukoy,sa ngayon si bowser ay mayroong walong anak; ang mga pitong mga ampon pangalang koopalings (indibidwalang pangalang wendy koopa, roy koopa, ludwig von koopa, larry koopa, lemmy koopa, iggy koopa, at si morton koopa jr.) at ang kanyang nag-iisang anak na biyolohikal, si bowser jr. konsepto at paglikha ang bowser ay nilikha ng taga-disenyo at tagagawa ng nintendo na si shigeru miyamoto. una nang naisip ni miyamoto si bowser bilang isang baka, na ibinase sa ox-king mula sa pelikulang toei animation na alakazam the great. [8] gayunpaman, itinuro ng taga-disenyo ng nintendo na si takashi tezuka na ang karakter ay mukhang katulad ng"
sports,tl,wikipedia_tl,"ang kirby & the amazing mirror ay isang laro ng video ng kirby na inilabas noong 2004 para sa game boy advance. hindi tulad ng karamihan sa mga larong kirby, si king dedede ay hindi lilitaw sa larong ito. plot mayroong mirror world na umiiral sa kalangitan ng dream land. ito ay isang mundo kung saan ang anumang nais na maipakita sa salamin ay magkatotoo, at dito inilalagay ang amazing mirror. gayunpaman, isang araw na natapos nito ang pagkopya sa isip ng isang mahiwagang pigura na tinatawag na dark mind, at lumilikha ng isang masasalamin na mundo ng kasamaan. napansin ito ng meta knight, at lumilipad upang mai-save ang mirror world. samantala, habang naglalakad si kirby, ang madilim na meta knight ay lilitaw na lumilitaw at hiwa ang kirby sa 4 kirbys, bawat isa ay may ibang kulay. umatras ang dark meta knight, kung saan hinabol siya ng 4 kirbys sa isang warp star at ipasok ang mirror world. ang dalawang meta knights ay nakipaglaban sa mirror world hanggang sa talunin ang tunay na meta knight. pagkatapos ay kumatok siya sa kamangha-manghang salamin, kung saan pinuputol ng dark meta knight ang walong mga fragment (na kung saan ay nakakalat sa buong mirror world), kaya dapat hanapin"
sports,tl,wikipedia_tl,"elton tyron brand (ipinanganak noong 11 marso 1979 sa peekskill, new york) ay isang dating propesyunal na manlalaro ng basketbol sa national basketball association mula sa estados unidos. huling naglaro si brand para sa philadelphia 76ers at sa usa national team. siya ang general manager ng koponang delaware blue coats sa nba g league. buhay bago ang nba sa edad na labing tatlo, si brand ay pumasok sa peekskill high school, kung saan siya ay agadang ipinasok sa varsity roster para sa larong basketball. siya ay naglaro sa aau basketball kasama ng isa pang manlalaro ng nba sa hinaharap na si ron artest, at sa kanyang ikaapat na taon si brand ay palaging napapabilang sa mga pinakamagagaling na manlalaro ng high school basketball ng bansa. at sa parehong pagkakataon, siya ay naging parang isang mala-alamat na bayani sa peekskill. tinulungan niya ang kanyang koponan para manalo ng dalawang state championships habang siya ay nagpakita ng pagpapakumbaba, pagkapanatag at katalinuhan. ang gobernador ng new york na si george pataki, isa ding lokal na mamamayan ng peekskill, ay minsang tinanong sa pagiging paboritong anak ng kanilang bayan, at siya ay sumagot na hindi siya ang paboritong"
